gene	chromosome	start	end	CNV_value
GLB1	chr3	32996609	33097202	-0.09406176749711218
GLCCI1	chr7	7968796	8094272	-0.00026868920080740685
GLDN	chr15	51341655	51408005	0.003396337514813386
GLI1	chr12	57459785	57472268	0.00017640539255839936
GLI2	chr2	120735623	120992653	-0.00015634009817526003
GLI3	chr7	41960949	42237870	6.874616514815643e-05
GLIPR2	chr9	36136536	36163913	-0.04108948254634385
GLOD4	chr17	757097	783390	-0.09771096176374078
GLP1R	chr6	39048781	39091303	0.0006825393872440679
GLRA1	chr5	151822513	151924842	-0.0028293019144329146
GLRA2	chrX	14529298	14731812	
GLRA3	chr4	174636920	174829247	-8.575323636440421e-05
GLRB	chr4	157076125	157172090	-0.0010026307342515081
GLS	chr2	190880821	190965552	0.000960426168522652
GLS2	chr12	56470944	56488414	0.000113869904110443
GLT8D2	chr12	103988984	104064183	2.4294260196879936e-05
GLUD1	chr10	87050202	87094843	-1.3390626304210829e-05
GLYR1	chr16	4803203	4847288	0.0024196002195725906
GMDS	chr6	1623806	2245605	-2.7001233954606018e-05
GMEB1	chr1	28668732	28719353	0.0014289949103799284
GMEB2	chr20	63587602	63627101	-2.9782016404695846e-05
GMFB	chr14	54474484	54489026	-0.017738258942879087
GMPS	chr3	155870650	155944020	0.00020313163958505227
GNA11	chr19	3094362	3123999	0.0003760747592308218
GNAI1	chr7	79768028	80226181	0.020501558681540456
GNAI2	chr3	50226292	50259362	-0.0392042182116494
GNAO1	chr16	56191489	56357444	0.0026440657695812153
GNAQ	chr9	77716097	78031811	-0.012662156586271723
GNAT3	chr7	80458635	80512064	0.020501558681540456
GNB1L	chr22	19783223	19854939	0.013127863213813222
GNB3	chr12	6839954	6847393	-0.067834381043737
GNL2	chr1	37566816	37595937	0.020848399463453394
GNPAT	chr1	231241207	231277973	0.07395991750218409
GNRH1	chr8	25419258	25424654	6.150810544858858e-05
GNRHR	chr4	67739328	67754360	-0.09515876225538379
GNS	chr12	64713445	64759431	0.00011380248588039864
GOLGA2	chr9	128255829	128275995	0.05472078756268738
GOLPH3	chr5	32124716	32174319	0.002921602584131437
GORAB	chr1	170532129	170553446	-0.00844705524627609
GOT1	chr10	99396870	99430624	-0.00031275390490111805
GP1BA	chr17	4932277	4935023	-0.09664423698070382
GP5	chr3	194394821	194398354	0.000763830438812138
GP6	chr19	55013705	55038264	-0.00653054565063833
GPATCH11	chr2	37084451	37099244	0.000544388298365933
GPBP1	chr5	57173948	57264679	0.0009127546266015542
GPBP1L1	chr1	45627304	45688113	0.049390758487010064
GPCPD1	chr20	5544439	5611006	-0.0005827689728791822
GPER1	chr7	1082208	1093815	-4.729841684267593e-05
GPHN	chr14	66507407	67181803	-0.05764698793466415
GPN1	chr2	27628247	27651511	0.0006508387604871469
GPN2	chr1	26876132	26890283	0.000777844687109851
GPR1	chr2	206175316	206218047	0.03326563509131389
GPR101	chrX	137027447	137033847	
GPR12	chr13	26755200	26760786	-0.0350962107475691
GPR135	chr14	59429022	59465342	-0.017738258942879087
GPR137	chr11	64270062	64289500	0.003685000769892627
GPR139	chr16	20031485	20073917	0.0009617560218162
GPR149	chr3	154334943	154430190	0.00020313163958505227
GPR158	chr10	25174802	25602229	-0.004173867097552244
GPR162	chr12	6821624	6829972	-0.067834381043737
GPR17	chr2	127645864	127652639	-0.00015634009817526003
GPR174	chrX	79144663	79175315	
GPR22	chr7	107470018	107475684	0.00022043217152534913
GPR26	chr10	123666355	123697399	-0.050259546627500436
GPR3	chr1	27392622	27395814	0.000777844687109851
GPR34	chrX	41688973	41697275	
GPR37	chr7	124743885	124765792	6.73725576128317e-05
GPR37L1	chr1	202122917	202133592	0.00010796952266883792
GPR39	chr2	132416805	132646582	-3.542801878991141e-05
GPR4	chr19	45589764	45602212	0.0002678663191804061
GPR55	chr2	230907318	230961066	0.03235524370282734
GPR63	chr6	96794125	96837477	0.013013075087082358
GPR83	chr11	94377316	94401419	-0.001708139029617144
GPR85	chr7	113078331	113087778	0.00022043217152534913
GPR88	chr1	100538139	100542021	0.0005739060561435618
GPRASP1	chrX	102651092	102659083	
GPRASP2	chrX	102712176	102717733	
GPRC5B	chr16	19856691	19886167	0.0009617560218162
GPRC5C	chr17	74424851	74451653	0.0008409202013293028
GPRIN2	chr10	46549044	46555530	-0.00035699643743521413
GPT	chr8	144502973	144507174	
GRAMD1A	chr19	34994784	35026471	6.731691575353827e-05
GRAMD2B	chr5	126360132	126496494	0.0019488247956638896
GRB2	chr17	75318076	75405709	0.0015271212748442238
GRB7	chr17	39737927	39747291	0.17382638367056255
GREB1	chr2	11482341	11642788	0.000914035748314104
GREB1L	chr18	21242242	21525417	-0.03381473962030213
GREM1	chr15	32718004	32745106	0.004043780019024639
GREM2	chr1	240489573	240612155	0.13960872772036745
GRHL2	chr8	101492439	101669726	0.0010538214892235856
GRIA1	chr5	153489615	153813869	-0.0028293019144329146
GRIA2	chr4	157204182	157366075	-0.0010026307342515081
GRID1	chr10	85599552	86366795	-1.3390626304210829e-05
GRIK3	chr1	36795527	37034515	0.020848399463453394
GRIK4	chr11	120511700	120988904	-0.00449460763659401
GRIK5	chr19	41998321	42069498	4.6450438081048194e-05
GRIN1	chr9	137139154	137168756	
GRIN2B	chr12	13437942	13981957	-0.04334391504790958
GRIN2C	chr17	74842023	74861504	0.0015271212748442238
GRIN2D	chr19	48394875	48444931	0.0005427902172196493
GRK2	chr11	67266473	67286556	0.009529436209786047
GRK5	chr10	119207571	119459745	-0.01633029471607391
GRM1	chr6	146027646	146437601	0.020430689065113222
GRM2	chr3	51707068	51718613	-0.0392042182116494
GRM3	chr7	86643914	86864884	0.020501558681540456
GRM4	chr6	34018643	34155622	7.505368373103886e-05
GRM5	chr11	88504576	89065945	-0.00024814774910539056
GRM7	chr3	6770001	7741533	-0.15802454912626523
GRM8	chr7	126438598	127253093	6.73725576128317e-05
GRN	chr17	44345246	44353106	0.01956760265630175
GRP	chr18	59220158	59230774	-0.03381473962030213
GRPR	chrX	16123565	16153518	
GRWD1	chr19	48445841	48457022	0.0005427902172196493
GSDMB	chr17	39904595	39919854	0.17382638367056255
GSDMC	chr8	129748196	129786624	0.010706999873066765
GSE1	chr16	85169525	85676204	0.019725674801881296
GSK3A	chr19	42230190	42242625	6.766533940056776e-05
GSK3B	chr3	119821323	120094417	-7.295421950521448e-05
GSR	chr8	30678066	30727846	0.00021480867466759364
GSS	chr20	34928432	34956027	-0.0002779070822181201
GSTM1	chr1	109687814	109709039	0.0006559449915593991
GSTM3	chr1	109733932	109741038	0.0006559449915593991
GSTO1	chr10	104235356	104267459	-0.0009113920687774904
GSTZ1	chr14	77320996	77331597	-0.0869916729804872
GSX2	chr4	54099523	54102498	-0.10385182409368528
GTF2A1L	chr2	48617798	48733148	0.00017966151107430106
GTF2I	chr7	74650231	74760692	0.007364943431711107
GTF2IRD1	chr7	74453790	74602604	0.007364943431711107
GTF3C1	chr16	27459555	27549913	0.000703216421654597
GTPBP1	chr22	38705742	38738299	-0.0017559965505127546
GTPBP10	chr7	90335223	90391455	0.02361533438366936
GTPBP4	chr10	988434	1019932	-0.032771326480445666
GUCA1A	chr6	42155406	42180049	0.0019089376526115127
GUCY1A2	chr11	106674012	107018524	-0.01061669625336271
GUCY2C	chr12	14612632	14696599	-0.04334391504790958
GUCY2D	chr17	8002615	8020342	-0.011612086230343648
GUSB	chr7	65960684	65982215	0.0013359829688630546
GXYLT2	chr3	72888046	72998138	-0.025358627940254137
GYG2	chrX	2828822	2882820	
GYPA	chr4	144109303	144140751	-0.002289617241669375
GYPB	chr4	143996104	144019345	-0.00494972532125631
GYS1	chr19	48968130	48993310	0.0005090292648720886
GZMA	chr5	55102646	55110252	0.0009127546266015542
GZMB	chr14	24630954	24634267	-0.004081637882656571
GZMH	chr14	24606480	24609699	-0.00380276823861075
GZMK	chr5	55024256	55034570	0.0009127546266015542
H19	chr11	1995176	2001470	0.0028128049948089157
HABP2	chr10	113550837	113589602	-0.0034312916843590516
HADHA	chr2	26190635	26244672	0.0007906445295729718
HADHB	chr2	26243170	26290465	0.0007906445295729718
HAMP	chr19	35280716	35285143	6.731691575353827e-05
HAP1	chr17	41717742	41734644	0.14850357945176026
HAS2	chr8	121612116	121641440	0.008026174640372587
HAVCR1	chr5	157029413	157059119	-0.0028293019144329146
HAVCR2	chr5	157085832	157142869	-0.0028293019144329146
HAX1	chr1	154272589	154275875	0.0033458577655039426
HBEGF	chr5	140332843	140346603	0.00034501102998870276
HBG1	chr11	5248079	5249859	0.0005403327151397394
HBS1L	chr6	134960378	135103056	0.0291946762571223
HBZ	chr16	142728	154503	0.013170713413434622
HCAR2	chr12	122701293	122703357	0.0012394304547421924
HCAR3	chr12	122714756	122716811	0.0012394304547421924
HCFC1	chrX	153947557	153971818	
HCK	chr20	32052188	32101856	-0.0003080128710065813
HCN2	chr19	589881	617159	0.0007065477887497425
HCN3	chr1	155277463	155289848	0.0009447256351256569
HCN4	chr15	73319859	73368958	0.0003296311294962174
HCRT	chr17	42184060	42185452	0.10463334982052944
HCRTR1	chr1	31617686	31632518	0.002703013181809804
HCRTR2	chr6	55106460	55282620	0.007837123110607812
HDAC1	chr1	32292083	32333635	0.007090505912763734
HDAC10	chr22	50245183	50251405	-0.0004463302749011595
HDAC2	chr6	113933028	114011308	0.026950898656687563
HDAC3	chr5	141620876	141636849	3.4528084362653004e-05
HDAC4	chr2	239048168	239401654	
HDAC5	chr17	44076746	44123702	0.04205552195059332
HDAC6	chrX	48801377	48824982	
HDAC8	chrX	72329516	72573101	
HDAC9	chr7	18086949	19002416	-0.0002791836801827818
HDC	chr15	50241947	50265965	0.003396337514813386
HEATR3	chr16	50065970	50107272	0.0015930165906617704
HEATR5A	chr14	31291788	31420550	-0.004081637882656571
HEATR5B	chr2	36968383	37084372	0.000544388298365933
HEATR6	chr17	60041008	60078922	0.0026461510323501957
HECA	chr6	139135080	139180802	0.0291946762571223
HECTD4	chr12	112160188	112382439	2.481329132138371e-06
HELLS	chr10	94501434	94613905	-0.00013691491743080773
HEPACAM	chr11	124919205	124936412	-0.0025993242248592827
HERC2	chr15	28111040	28322172	0.004588924611061515
HERC6	chr4	88378739	88443111	-0.09024349304344671
HES1	chr3	194136148	194138732	0.000763830438812138
HES4	chr1	998962	1000172	0.005415208816122133
HES6	chr2	238238267	238240662	0.00869518892229871
HESX1	chr3	57197838	57227606	-0.034581866126714336
HEXA	chr15	72340919	72376476	0.0005011003574818951
HEXB	chr5	74640023	74722647	0.0003661442890861914
HEXIM1	chr17	45148502	45152101	0.02591790497108404
HEY1	chr8	79764010	79767857	0.000318216303090948
HFE	chr6	26087281	26098343	0.00019662951581001786
HGF	chr7	81699010	81770438	0.020501558681540456
HGH1	chr8	144137774	144140851	0.0024332502558325063
HGS	chr17	81683326	81703138	0.009892477408176966
HHEX	chr10	92689955	92695647	-8.53649829551621e-05
HHLA2	chr3	108296490	108378285	-0.0020924142439839462
HIF1A	chr14	61695513	61748259	-0.03559514530806321
HIPK2	chr7	139561570	139777998	2.7583275680340674e-05
HIPK3	chr11	33256672	33357023	0.0005369828061021761
HIVEP2	chr6	142751469	142956698	0.0291946762571223
HK1	chr10	69269984	69401884	0.00031105841972587744
HK2	chr2	74834127	74893359	7.575779268146809e-05
HLX	chr1	220879431	220885059	0.03443925606753613
HMCN1	chr1	185734391	186190949	-0.0004366405930479371
HMGA1	chr6	34236873	34246231	7.505368373103886e-05
HMGA2	chr12	65824131	65966295	0.00011380248588039864
HMGB2	chr4	173331376	173334432	-0.0004724715012503752
HMGB3	chrX	150980509	150990771	
HMGCR	chr5	75336329	75362101	0.0003661442890861914
HMGN3	chr6	79201245	79234738	0.011931072450950287
HMGN5	chrX	81113699	81201913	
HMMR	chr5	163460203	163491941	-0.00665117178142286
HMOX1	chr22	35380361	35394207	-0.0001650329339043002
HMX2	chr10	123148122	123150672	-0.050259546627500436
HNF1A	chr12	120978543	121002512	0.0006123650542522869
HNF1B	chr17	37686431	37745105	0.15987255528592378
HNF4A	chr20	44355700	44434596	-0.0001576837495814946
HNMT	chr2	137964020	138016364	-3.542801878991141e-05
HNRNPA1L2	chr13	52642425	52643796	-0.011062722026995882
HNRNPD	chr4	82352498	82374503	-0.0881517336029445
HNRNPF	chr10	43385617	43409166	-0.00035699643743521413
HNRNPH1	chr5	179614178	179634784	-0.00156094931121706
HNRNPLL	chr2	38561969	38603586	0.00031110884704675125
HNRNPM	chr19	8444767	8489114	0.010294009387855
HNRNPUL1	chr19	41262496	41307787	4.6450438081048194e-05
HOOK3	chr8	42896946	43030535	0.00017883905557302356
HOPX	chr4	56647988	56681899	-0.09515876225538379
HOTAIR	chr12	53962308	53974956	2.276256388756982e-05
HOXA10	chr7	27170592	27180261	-0.0001702444357241841
HOXA11	chr7	27181157	27185232	-0.0001702444357241841
HOXA13	chr7	27193503	27200091	-0.0001702444357241841
HOXA5	chr7	27141052	27143681	-0.0001702444357241841
HOXA9	chr7	27162438	27175180	-0.0001702444357241841
HOXB13	chr17	48724763	48729178	0.055925875743425474
HOXB4	chr17	48575507	48578350	0.055925875743425474
HOXB5	chr17	48591257	48593961	0.055925875743425474
HOXB6	chr17	48595751	48604992	0.055925875743425474
HOXB7	chr17	48607232	48633572	0.055925875743425474
HOXB9	chr17	48621156	48626358	0.055925875743425474
HOXC11	chr12	53973126	53977643	2.276256388756982e-05
HOXC13	chr12	53938831	53946544	2.276256388756982e-05
HOXD10	chr2	176108790	176119942	0.00010865467318467648
HOXD9	chr2	176122719	176124937	0.00010865467318467648
HPCA	chr1	32885994	32898441	0.007090505912763734
HPCAL1	chr2	10302889	10427617	0.0011069364036231303
HPD	chr12	121839527	121863596	0.0006123650542522869
HPGD	chr4	174490175	174523154	-0.0004724715012503752
HPGDS	chr4	94298535	94342876	-0.08924705924435848
HPRT1	chrX	134460165	134520513	
HPS5	chr11	18278668	18322198	0.00042123636307598975
HPSE	chr4	83292461	83335153	-0.0881517336029445
HPSE2	chr10	98457077	99235862	-0.00031275390490111805
HRAS	chr11	532242	537287	0.004814412165801134
HRH1	chr3	11137093	11263557	-0.14557824934984856
HRH2	chr5	175658030	175710756	-0.00716110184528025
HRH3	chr20	62214960	62220278	-0.00017165610921548544
HRH4	chr18	24460637	24479961	-0.03381473962030213
HS3ST2	chr16	22814162	22916338	0.0009617560218162
HS3ST3A1	chr17	13494032	13601929	-0.0016948967086537437
HS3ST5	chr6	114055586	114343045	0.026950898656687563
HS6ST2	chrX	132626016	132961395	
HSD11B1	chr1	209686178	209734949	0.00596049177159256
HSD11B2	chr16	67430652	67437553	0.009100296179279464
HSD17B1	chr17	42549214	42555213	0.10463334982052944
HSD17B10	chrX	53431258	53434370	
HSD17B2	chr16	82035004	82098534	0.028847593346476106
HSD17B6	chr12	56752161	56787790	0.00017640539255839936
HSD3B1	chr1	119507198	119515054	0.0004990616359780521
HSDL1	chr16	84122141	84145192	0.019725674801881296
HSF1	chr8	144291591	144314720	0.0024332502558325063
HSF4	chr16	67164681	67169945	0.01030756366400854
HSPA1L	chr6	31809619	31815283	3.978565542470945e-06
HSPA2	chr14	64535905	64546173	-0.05764698793466415
HSPA4	chr5	133052013	133106449	0.002963002185801527
HSPA6	chr1	161524540	161526894	-0.026093719491998346
HSPA8	chr11	123057489	123063230	-0.00449460763659401
HSPA9	chr5	138553756	138575416	0.00034501102998870276
HSPB11	chr1	53916574	53945929	0.03124479520221401
HSPB3	chr5	54455699	54456377	0.0015596860181587495
HSPB8	chr12	119178642	119221131	0.0006123650542522869
HSPBP1	chr19	55262223	55280381	-0.02127600088982327
HSPD1	chr2	197486584	197516737	0.003669322906443456
HSPG2	chr1	21822244	21937310	0.0003457959525731649
HTATIP2	chr11	20363685	20383783	0.00042123636307598975
HTR1A	chr5	63960356	63962507	0.0006587734706454372
HTR1B	chr6	77461753	77463773	0.011931072450950287
HTR1D	chr1	23191895	23194729	0.0002534796543138907
HTR1E	chr6	86937528	87016679	0.011931072450950287
HTR2A	chr13	46831550	46897076	-0.014834279020482018
HTR2B	chr2	231108230	231125042	0.03235524370282734
HTR2C	chrX	114584078	114910061	
HTR3A	chr11	113974881	113990313	-0.00712746846657141
HTR4	chr5	148451032	148677235	-7.430581050845983e-05
HTR5A	chr7	155070324	155087392	
HTR6	chr1	19664875	19680966	0.0003457959525731649
HTR7	chr10	90740823	90858039	-0.00011881564136523367
HTRA1	chr10	122458551	122514907	-0.050259546627500436
HTRA2	chr2	74529377	74533348	7.575779268146809e-05
HTT	chr4	3041422	3243960	-0.13543776502304397
HUWE1	chrX	53532096	53686728	
HYOU1	chr11	119044188	119057227	-0.006122775933771628
IARS2	chr1	220094132	220148041	0.03443925606753613
ICA1	chr7	8113184	8262687	-0.00026868920080740685
ICAM1	chr19	10271093	10286615	0.010294009387855
ICAM2	chr17	64002594	64020634	0.0006450976308161934
ICAM3	chr19	10333776	10339661	0.02192428639306544
ICAM4	chr19	10286955	10288522	0.02192428639306544
ICAM5	chr19	10289952	10296778	0.02192428639306544
ICOS	chr2	203936763	203961577	0.03326563509131389
ICOSLG	chr21	44217014	44240966	-0.0004919134136229591
ID4	chr6	19837370	19842197	0.00013478833979989235
IDE	chr10	92451684	92574093	-8.53649829551621e-05
IDH1	chr2	208236227	208266074	0.03326563509131389
IDH2	chr15	90083045	90102504	-0.0022121996890148905
IDO1	chr8	39902275	39928790	0.00018892072028431134
IDUA	chr4	986997	1004564	-0.13543776502304397
IFI16	chr1	158999968	159055155	-0.0046171018609826465
IFI35	chr17	43006725	43014456	0.04205552195059332
IFI44L	chr1	78619922	78646145	0.0006626652622370595
IFIH1	chr2	162267074	162318684	3.715584279173508e-05
IFIT1	chr10	89392546	89406487	-0.00011881564136523367
IFIT2	chr10	89283694	89309271	-0.00011881564136523367
IFIT3	chr10	89327997	89340971	-0.00011881564136523367
IFITM1	chr11	313506	315272	0.004814412165801134
IFNA1	chr9	21440439	21441316	-0.10830515652353238
IFNA17	chr9	21227243	21228222	-0.10830515652353238
IFNA2	chr9	21384255	21385398	-0.10830515652353238
IFNA7	chr9	21201469	21202205	-0.10830515652353238
IFNA8	chr9	21409117	21410185	-0.10830515652353238
IFNAR1	chr21	33324429	33359864	-0.0004919134136229591
IFNAR2	chr21	33229901	33265675	-0.0004919134136229591
IFNB1	chr9	21077104	21077942	-0.10830515652353238
IFNG	chr12	68154768	68159740	0.00011380248588039864
IFNGR1	chr6	137197484	137219449	0.0291946762571223
IFNGR2	chr21	33402896	33479348	-0.0004919134136229591
IFNL1	chr19	39296407	39298673	2.5862359169178974e-05
IFNL2	chr19	39268514	39270092	2.5862359169178974e-05
IFNL3	chr19	39243553	39245129	2.5862359169178974e-05
IFNW1	chr9	21140214	21142145	-0.10830515652353238
IFRD1	chr7	112422968	112481017	0.00022043217152534913
IFT57	chr3	108160812	108222435	-0.0020924142439839462
IGBP1	chrX	70133447	70166324	
IGF1	chr12	102395874	102481744	2.4294260196879936e-05
IGF1R	chr15	98648539	98964530	-0.0022121996890148905
IGF2	chr11	2129112	2141238	0.0028128049948089157
IGF2BP1	chr17	48997385	49056145	0.07535126543253585
IGF2BP2	chr3	185643739	185825056	0.0008641157790360995
IGF2BP3	chr7	23310209	23470491	-0.0002791836801827818
IGF2R	chr6	159969099	160113507	0.002697462043891199
IGFBP1	chr7	45888360	45893660	0.0002773504219891991
IGFBP2	chr2	216632828	216664436	0.04712961019326936
IGFN1	chr1	201190824	201228952	4.5618617177241594e-05
IGHE	chr14	105597691	105601728	
IGSF1	chrX	131273506	131578899	
IGSF3	chr1	116574399	116667755	0.0002546202242965676
IGSF8	chr1	160091340	160098943	-0.017348570493744556
IGSF9B	chr11	133896438	133956985	-0.0010996818445793187
IHH	chr2	219054424	219060921	0.04712961019326936
IKBKB	chr8	42271302	42332653	0.00017883905557302356
IKBKE	chr1	206470476	206496889	0.0009062435663323369
IKBKG	chrX	154541199	154565046	
IKZF1	chr7	50304068	50405101	0.0002773504219891991
IKZF2	chr2	212999691	213152427	0.03647947861261257
IKZF3	chr17	39757718	39864312	0.17382638367056255
IKZF4	chr12	56007659	56038435	0.000113869904110443
IL10	chr1	206767602	206774541	0.0009062435663323369
IL10RA	chr11	117986348	118003037	-0.007050972372759938
IL10RB	chr21	33266367	33310187	-0.0004919134136229591
IL11	chr19	55364382	55370463	-0.02127600088982327
IL11RA	chr9	34650702	34661892	-0.0661003098837146
IL12A	chr3	159988835	159996019	0.00022161827416828826
IL12B	chr5	159314780	159330487	-0.00665117178142286
